0,0.0,2,0,0,1,5,1,1,35,text
0,0.0,2,0,1,1,6,2,1,52,text
8,0.0,1,0,2,2,3,0,1,45,text
0,0.0,2,0,1,1,6,2,1,71,text
8,0.0,1,0,2,2,3,0,1,45,text
0,0.0,4,2,0,4,11,0,1,80,text
0,0.0,2,0,4,1,8,1,1,65,text
8,0.0,3,0,1,0,8,2,1,77,text
8,0.0,1,0,2,2,3,0,1,45,text
0,0.0,6,1,3,4,22,2,1,176,text
0,0.0,14,2,6,8,46,3,1,318,text
0,0.0,2,0,3,3,6,1,1,70,text
0,0.0,3,0,1,1,12,1,1,71,text
0,0.0,0,0,0,1,2,0,1,16,text
0,0.0,5,0,0,4,9,0,1,69,text
0,0.0,3,0,0,4,9,0,1,55,text
0,0.0,3,0,0,4,8,0,1,50,text
0,0.0,3,0,0,3,10,0,1,61,text
0,0.0,3,0,0,3,10,1,1,62,text
0,0.0,2,0,0,1,9,1,1,57,text
0,0.0,2,0,3,3,6,1,1,69,text
0,0.0,3,0,4,1,9,1,1,70,text
4,0.0,3,0,3,4,8,2,1,76,text
0,0.0,1,0,0,3,7,1,1,45,text
8,0.0,4,0,0,1,5,0,1,75,text
0,0.0,1,0,0,1,6,1,1,27,text
0,0.0,4,0,2,2,15,2,1,113,text
0,0.0,4,0,6,1,8,1,1,80,text
4,0.0,3,0,3,4,8,2,1,76,text
0,0.0,3,0,0,1,7,2,1,49,text
8,0.0,3,1,3,4,9,0,1,83,text
0,0.0,3,0,3,5,9,1,1,53,text
8,0.0,1,0,2,2,5,0,1,29,text
8,0.0,1,0,0,5,8,0,1,67,text
9,0.0,2,0,0,6,12,2,1,77,text
9,0.0,0,0,1,4,7,2,1,57,text
8,0.0,1,0,1,2,2,0,1,56,text
8,0.0,2,0,0,2,3,0,1,76,text
9,0.0,2,0,0,3,2,0,1,77,text
9,0.0,1,0,0,1,1,0,1,47,text
0,0.0,4,0,2,3,7,1,1,41,text
8,0.0,1,0,2,2,5,0,1,29,text
8,0.0,0,0,0,5,9,2,1,57,text
9,0.0,2,0,0,6,11,2,1,70,text
9,0.0,0,0,1,1,3,0,1,36,text
8,0.0,4,0,0,4,5,0,1,76,text
9,0.0,2,0,0,2,3,0,1,77,text
9,0.0,1,0,0,1,1,0,1,47,text
0,0.0,0,0,0,1,2,0,1,17,text
0,0.0,2,0,1,1,7,2,1,78,text
1,0.0,1,0,2,2,2,0,1,33,text
0,0.0,2,0,0,1,4,0,1,27,text
0,0.0,2,0,3,3,7,2,1,75,text
0,0.0,3,0,0,3,8,2,1,75,text
0,0.0,6,0,0,8,10,1,1,74,text
8,0.0,3,0,0,2,5,0,1,63,text
0,0.0,0,0,0,3,3,0,1,37,text
0,0.0,4,0,0,1,6,0,1,49,text
0,0.0,2,0,0,3,6,0,1,74,text
0,0.0,1,0,0,2,10,3,1,69,text
0,0.0,5,0,0,3,7,1,1,42,text
0,0.0,3,0,0,3,9,1,1,54,text
0,0.0,1,0,1,3,6,0,1,44,text
0,0.0,0,0,0,1,5,0,1,43,text
0,0.0,2,0,0,1,9,2,1,48,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,1,0,0,0,13,4,1,61,text
0,0.0,0,0,0,0,13,7,1,69,text
0,0.0,0,1,0,1,3,1,1,16,text
0,0.0,1,0,0,0,13,4,1,69,text
0,0.0,2,0,2,1,4,2,1,14,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,3,0,0,4,10,3,1,63,text
1,0.0,5,0,0,4,9,1,1,70,text
1,0.0,0,0,0,0,2,1,1,8,text
1,0.0,2,1,0,1,12,4,1,58,text
1,0.0,1,0,0,1,14,6,1,62,text
0,0.0,0,0,0,0,1,0,1,1,text
1,0.0,0,0,0,0,13,7,1,68,text
1,0.0,0,0,0,1,2,1,1,15,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,1,2,1,0,3,0,1,22,code
0,0.0,0,0,0,0,0,0,1,0,code
1,0.0,0,1,1,0,3,0,1,19,code
0,0.0,0,0,0,0,0,0,1,0,code
1,0.0,1,1,3,0,4,0,1,26,code
0,0.0,1,1,1,1,4,0,1,15,code
1,0.0,0,0,1,0,0,0,1,2,code
0,0.0,0,0,0,0,0,0,1,0,code
1,0.0,0,0,0,0,1,0,1,6,code
1,0.0,1,2,3,0,3,0,1,23,code
0,0.0,1,1,3,0,5,0,1,28,code
1,0.0,0,0,1,0,0,0,1,2,code
1,0.0,0,0,0,0,0,0,1,7,code
1,0.0,0,0,1,0,0,0,1,2,code
0,0.0,0,0,0,0,0,0,1,0,code
1,0.0,1,0,0,0,12,5,1,61,text
1,0.0,1,0,0,0,13,7,1,67,text
1,0.0,2,0,2,0,13,6,1,66,text
1,0.0,1,0,0,0,6,2,1,32,text
0,0.0,2,0,1,1,11,5,1,58,text
0,0.0,0,0,1,0,0,0,1,3,text
1,0.0,0,0,0,0,9,5,1,53,text
0,0.0,0,1,0,2,10,5,1,58,text
0,0.0,0,0,0,1,1,0,1,12,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,0,1,0,0,14,8,1,70,text
1,0.0,0,0,0,0,11,5,1,61,text
1,0.0,0,2,0,0,13,5,1,69,text
1,0.0,0,0,0,0,5,3,1,30,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,1,0,0,0,1,0,1,7,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,0,0,0,0,0,0,1,3,text
1,0.0,1,0,0,0,1,0,1,7,text
1,0.0,1,0,0,0,6,1,1,34,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,0,0,0,0,0,0,1,70,text
1,0.0,4,0,0,1,10,1,1,67,text
1,0.0,2,1,0,1,11,0,1,69,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,0,0,0,0,0,0,1,70,text
1,0.0,4,0,0,1,10,1,1,67,text
1,0.0,2,1,0,1,11,0,1,69,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,1,0,0,1,5,text
0,0.0,1,0,0,0,1,0,1,6,text
0,0.0,1,0,0,0,6,1,1,33,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,69,text
0,0.0,4,0,0,1,10,1,1,66,text
0,0.0,2,1,0,1,11,0,1,68,text
0,0.0,0,0,0,0,0,0,1,0,text
