0,0.0,2,0,0,1,5,1,1,35,text
0,0.0,2,0,1,1,6,2,1,52,text
8,0.0,2,0,2,2,3,0,1,45,text
0,0.0,2,0,1,1,6,2,1,72,text
8,0.0,2,0,2,2,3,0,1,45,text
0,0.0,4,2,0,4,11,0,1,80,text
0,0.0,2,0,4,1,8,1,1,65,text
8,0.0,3,0,1,0,8,2,1,79,text
8,0.0,2,0,2,2,3,0,1,45,text
0,0.0,6,1,3,4,22,2,1,176,text
0,0.0,14,2,6,8,46,3,1,318,text
0,0.0,2,0,3,3,6,1,1,70,text
0,0.0,3,0,1,1,12,1,1,71,text
0,0.0,0,0,0,1,2,0,1,16,text
0,0.0,5,0,0,4,9,0,1,69,text
0,0.0,3,0,0,4,9,0,1,55,text
0,0.0,3,0,0,4,8,0,1,50,text
0,0.0,3,0,0,3,10,0,1,61,text
0,0.0,3,0,0,3,10,1,1,62,text
0,0.0,2,0,0,1,9,1,1,57,text
0,0.0,2,0,3,3,6,1,1,69,text
0,0.0,3,0,4,1,9,1,1,70,text
4,0.0,3,0,3,4,8,2,1,76,text
0,0.0,1,0,0,3,7,1,1,45,text
8,0.0,3,0,0,1,4,0,1,48,text
0,0.0,1,0,0,1,6,1,1,27,text
0,0.0,4,0,2,2,15,2,1,115,text
0,0.0,4,0,6,1,8,1,1,77,text
4,0.0,3,0,3,4,8,2,1,76,text
0,0.0,3,0,0,1,7,2,1,46,text
8,0.0,4,1,3,4,9,0,1,83,text
0,0.0,3,0,3,5,9,1,1,53,text
8,0.0,1,0,2,2,5,0,1,29,text
8,0.0,1,0,0,6,9,1,1,68,text
9,0.0,0,0,0,6,10,3,1,67,text
9,0.0,0,0,1,2,5,0,1,49,text
8,0.0,2,0,1,3,3,0,1,56,text
8,0.0,3,0,0,4,5,0,1,76,text
9,0.0,2,0,0,1,2,0,1,77,text
9,0.0,3,0,0,3,3,0,1,47,text
0,0.0,4,0,2,3,7,1,1,41,text
8,0.0,1,0,2,2,5,0,1,29,text
8,0.0,0,0,0,8,12,2,1,76,text
9,0.0,0,0,1,3,8,2,1,61,text
8,0.0,2,0,0,2,3,0,1,76,text
9,0.0,2,0,0,1,2,0,1,77,text
9,0.0,2,0,0,2,2,0,1,47,text
0,0.0,2,0,1,1,6,2,1,74,text
8,0.0,2,0,2,2,3,0,1,45,text
0,0.0,0,0,6,1,2,1,1,49,text
8,0.0,3,0,0,0,8,2,1,77,text
8,0.0,3,0,3,2,5,0,1,39,text
8,0.0,2,0,2,2,3,0,1,45,text
0,0.0,2,0,0,3,5,0,1,40,text
0,0.0,0,0,0,4,3,0,1,37,text
0,0.0,2,0,0,3,5,1,1,35,text
0,0.0,1,0,6,5,12,1,1,104,text
0,0.0,0,0,0,1,2,0,1,17,text
0,0.0,3,0,0,3,9,1,1,54,text
0,0.0,1,0,0,2,7,2,1,40,text
0,0.0,6,0,0,7,13,0,1,178,text
0,0.0,2,0,0,3,7,2,1,55,text
0,0.0,1,0,2,4,8,0,1,59,text
0,0.0,1,0,0,1,4,0,1,31,text
0,0.0,2,0,0,1,9,2,1,48,text
0,0.0,0,0,0,0,0,0,1,0,text
2,0.0,1,0,0,0,2,0,1,13,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,14,7,1,73,text
0,0.0,0,0,0,0,4,2,1,27,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,7,5,1,34,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,1,0,0,12,6,1,69,text
0,0.0,1,0,0,0,1,0,1,10,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,1,0,0,0,6,4,1,27,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,1,0,1,7,text
0,0.0,0,0,0,0,1,0,1,4,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,1,0,0,4,4,2,1,43,text
1,0.0,0,0,0,0,1,0,1,8,text
0,0.0,0,0,0,0,0,0,1,0,text
3,0.0,1,0,0,0,11,3,1,64,text
0,0.0,0,0,0,0,0,0,1,0,text
3,0.0,1,0,0,0,12,6,1,73,text
3,0.0,0,1,0,0,5,1,1,31,text
0,0.0,0,0,0,0,0,0,1,0,text
3,0.0,1,2,0,0,15,4,1,67,text
3,0.0,0,0,0,0,3,0,1,23,text
0,0.0,0,0,0,0,0,0,1,0,text
3,0.0,2,1,0,0,10,5,1,53,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,0,0,0,1,3,1,1,22,text
1,0.0,0,0,0,0,2,0,1,10,text
1,0.0,0,0,0,0,2,0,1,18,text
1,0.0,3,1,2,0,8,2,1,74,text
1,0.0,1,0,2,0,6,0,1,70,text
1,0.0,0,0,0,0,1,0,1,8,text
1,0.0,2,0,0,0,2,0,1,76,text
1,0.0,1,1,0,0,2,0,1,11,text
0,0.0,0,0,0,0,0,0,1,0,text
1,0.0,1,2,0,1,11,2,1,65,text
1,0.0,0,0,0,0,9,5,1,49,text
1,0.0,1,0,0,0,12,6,1,59,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
3,0.0,0,0,0,0,5,2,1,34,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
3,0.0,0,1,0,0,4,1,1,26,text
0,0.0,0,0,0,0,0,0,1,0,text
3,0.0,3,0,0,0,3,0,1,23,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,0,0,0,0,0,0,1,69,text
0,0.0,4,0,0,1,10,1,1,66,text
0,0.0,2,1,0,1,11,0,1,68,text
0,0.0,0,0,0,0,0,0,1,0,text
