0,0.0,2,0,0,1,5,1,1,35,text
0,0.0,2,0,1,1,6,2,1,50,text
8,0.0,1,0,2,2,3,0,1,45,text
0,0.0,2,0,1,1,6,2,1,74,text
8,0.0,1,0,2,2,3,0,1,45,text
0,0.0,4,2,0,4,11,0,1,80,text
0,0.0,2,0,4,1,8,1,1,65,text
8,0.0,3,0,1,0,8,2,1,78,text
8,0.0,1,0,2,2,3,0,1,45,text
0,0.0,6,1,3,4,22,2,1,176,text
0,0.0,14,2,6,8,46,3,1,318,text
0,0.0,2,0,3,3,6,1,1,70,text
0,0.0,3,0,1,1,12,1,1,71,text
0,0.0,0,0,0,1,2,0,1,16,text
0,0.0,5,0,0,4,9,0,1,69,text
0,0.0,3,0,0,4,9,0,1,55,text
0,0.0,3,0,0,4,8,0,1,50,text
0,0.0,3,0,0,3,10,0,1,61,text
0,0.0,3,0,0,3,10,1,1,62,text
0,0.0,2,0,0,1,9,1,1,57,text
0,0.0,2,0,3,3,6,1,1,69,text
0,0.0,3,0,4,1,9,1,1,74,text
4,0.0,3,0,3,4,8,2,1,76,text
0,0.0,1,0,0,3,7,1,1,45,text
8,0.0,6,0,0,1,7,0,1,111,text
0,0.0,1,0,0,1,6,1,1,27,text
0,0.0,4,0,2,2,15,2,1,116,text
0,0.0,4,0,6,1,8,1,1,75,text
4,0.0,3,0,3,4,8,2,1,76,text
0,0.0,3,0,0,1,7,2,1,50,text
8,0.0,3,1,3,4,9,0,1,83,text
0,0.0,3,0,3,5,9,1,1,53,text
8,0.0,1,0,2,2,5,0,1,29,text
8,0.0,1,0,0,6,9,1,1,70,text
9,0.0,0,0,1,4,6,1,1,45,text
8,0.0,4,0,1,5,5,0,1,56,text
8,0.0,2,0,0,3,4,0,1,76,text
9,0.0,5,0,0,4,5,0,1,77,text
9,0.0,4,0,0,4,4,0,1,47,text
0,0.0,4,0,2,3,7,1,1,41,text
8,0.0,1,0,2,2,5,0,1,29,text
8,0.0,0,0,1,7,11,2,1,68,text
8,0.0,4,0,0,5,6,0,1,76,text
9,0.0,4,0,0,3,4,0,1,77,text
9,0.0,1,0,0,1,1,0,1,47,text
0,0.0,2,0,1,1,7,2,1,76,text
1,0.0,1,0,2,2,2,0,1,33,text
0,0.0,0,0,0,1,2,0,1,17,text
0,0.0,2,0,3,3,7,2,1,76,text
0,0.0,2,0,0,3,6,1,1,43,text
0,0.0,0,0,0,4,3,0,1,37,text
0,0.0,4,0,0,4,8,0,1,74,text
0,0.0,2,0,0,1,5,1,1,35,text
0,0.0,2,0,0,1,6,1,1,34,text
0,0.0,2,0,1,3,6,0,1,74,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,1,0,0,0,1,0,1,30,text
0,0.0,1,0,1,3,6,0,1,44,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,1,0,0,0,12,4,1,72,text
0,0.0,1,1,0,0,14,6,1,75,text
0,0.0,0,0,0,0,2,1,1,9,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,2,1,0,0,12,7,1,73,text
0,0.0,0,0,0,0,4,2,1,23,text
0,0.0,0,0,0,0,0,0,1,0,text
0,0.0,1,0,0,0,1,0,1,32,text
